"Composite Scores For Private, Non-Profit and Proprietary Institutions with Fiscal Years Ending Between 7/1/2022 and 6/30/2023
Grouped by:  State, Institution Name
1789.0,00276000,Manhattanville College,Purchase,NY,10577-2132,45107.0,Non Profit,1.1
1790.0,00276300,Maria College,Albany,NY,12208-1798,45107.0,Non Profit,2.2
1791.0,00276500,Marist College,Poughkeepsie,NY,12601-1387,45107.0,Non Profit,3.0
1792.0,04261500,Mechon L'hoyroa,Monsey,NY,10952-2710,44926.0,Non Profit,3.0
1793.0,00277200,Mercy University,Dobbs Ferry,NY,10522-1189,45107.0,Non Profit,3.0
1794.0,03181400,Merkaz Bnos,Brooklyn,NY,11214-0000,44804.0,Non Profit,2.8
1795.0,00933500,Mesivta of Eastern Parkway Rabbinical Seminary,Brooklyn,NY,11218-5559,45107.0,Non Profit,3.0
1796.0,00726400,Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,11218-5209,45107.0,Non Profit,3.0
1797.0,00397400,Mesivtha Tifereth Jerusalem of America,New York,NY,10002-6382,44804.0,Non Profit,3.0
1798.0,03652300,Metropolitan Learning Institute,Rego Park,NY,11374-2101,44926.0,Non Profit,1.7
1799.0,02219500,Mildred Elley,Albany,NY,12206-1513,44926.0,Proprietary,1.6
1800.0,00479800,Mirrer Yeshiva Central Institute,Brooklyn,NY,11223-2010,45107.0,Non Profit,3.0
1801.0,02275900,Modern Welding School,Schenectady,NY,12304-2033,45107.0,Proprietary,2.5
1802.0,00277500,Molloy University,Rockville Centre,NY,11570-1100,45107.0,Non Profit,2.4
1803.0,00479900,Monroe University,Bronx,NY,10468-4305,44804.0,Proprietary,1.8
1804.0,00277800,Mount Saint Mary College,Newburgh,NY,12550-3494,45107.0,Non Profit,2.2
1805.0,02287800,National Tractor Trailer School,Liverpool,NY,13088-2505,44926.0,Proprietary,2.5
1806.0,00277900,Nazareth University,Rochester,NY,14618-3790,45107.0,Non Profit,3.0
1807.0,00902900,Neighborhood Playhouse School of the Theatre (The),New York,NY,10022-5017,45107.0,Non Profit,2.3
1808.0,04102300,New Age Training,New York,NY,10001-4006,44926.0,Proprietary,1.5
1809.0,02600100,New York Academy of Art (The),New York,NY,10013-2911,45107.0,Non Profit,2.5
1810.0,03537300,New York Automotive & Diesel Institute,Jamaica,NY,11433-1433,45107.0,Proprietary,2.3
1811.0,02599400,New York College of Health Professions,Syosset,NY,11791-4413,44926.0,Non Profit,2.8
1812.0,00274900,New York College of Podiatric Medicine,New York,NY,10035-1940,45107.0,Non Profit,2.2
1813.0,03443300,New York College of Traditional Chinese Medicine,Mineola,NY,11501-4005,44926.0,Non Profit,2.2
1814.0,04210700,New York Institute of Beauty,Islandia,NY,11749-1479,44926.0,Proprietary,1.6
1815.0,03203300,New York Institute of Massage,Williamsville,NY,14221-6021,44926.0,Proprietary,1.6
1816.0,00278200,New York Institute of Technology,Old Westbury,NY,11568-8000,45107.0,Non Profit,3.0
1817.0,04133700,New York Medical Career Training Center,Flushing,NY,11354-4232,44926.0,Proprietary,3.0
1818.0,00278400,New York Medical College,Valhalla,NY,10595-1600,45107.0,Non Profit,2.5
1819.0,01055100,New York School for Medical & Dental Assistants,Long Island City,NY,11101-2327,45107.0,Proprietary,2.3
1820.0,04190500,New York School of Esthetics & Day Spa,White Plains,NY,10606-3232,44926.0,Proprietary,2.5
1821.0,02069000,New York School of Interior Design,New York,NY,10021-5110,45107.0,Non Profit,3.0
1822.0,04282200,New York Seminary (The),Brooklyn,NY,11218-5611,45107.0,Non Profit,1.5
1823.0,00278500,New York University,New York,NY,10012-1091,44804.0,Non Profit,2.7
1824.0,00278800,Niagara University,Niagara University,NY,14109-2010,45077.0,Non Profit,2.3
1825.0,01227700,Northeast College of Health Sciences,Seneca Falls,NY,13148-0800,44804.0,Non Profit,2.2
1826.0,03419400,Northeastern Seminary,Rochester,NY,14624-1997,45107.0,Non Profit,2.5
1827.0,04278300,Ohel Margulia Seminary,Monsey,NY,10952-2610,44804.0,Non Profit,2.4
1828.0,01198400,Ohr HaMeir Theological Seminary,Cortlandt Manor,NY,10567-6112,45107.0,Non Profit,3.0
1829.0,02587600,Orlo School of Hair Design and Cosmetology (The),Albany,NY,12206-1723,44926.0,Proprietary,3.0
1830.0,00279100,Pace University,New York,NY,10038-1598,45107.0,Non Profit,2.6
1831.0,04156000,Paul Mitchell the School NYC,Staten Island,NY,10306-3003,45107.0,Proprietary,1.0
1832.0,01235800,Plaza College,Forest Hills,NY,11375-7324,44926.0,Proprietary,2.8
1833.0,00279800,Pratt Institute,Brooklyn,NY,11205-3899,45107.0,Non Profit,3.0
1834.0,00397600,Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,11230-4715,45107.0,Non Profit,2.4
1835.0,01094300,Rabbinical College Beth Shraga,Monsey,NY,10952-3033,44804.0,Non Profit,1.7
1836.0,00861400,Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,11219-3293,45107.0,Non Profit,2.7
1837.0,01037800,Rabbinical College of Long Island,Long Beach,NY,11561-3244,45107.0,Non Profit,3.0
1838.0,03129200,Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,11211-8102,45107.0,Non Profit,3.0
1839.0,02622900,Rabbinical College of Yeshiva and Kolel Bais Medrosh Elyon Association,Monsey,NY,10952-3013,44804.0,Non Profit,2.4
1840.0,04230100,Rabbinical College Ohr Yisroel,Brooklyn,NY,11236-5141,45107.0,Non Profit,2.0
1841.0,00397800,Rabbinical Seminary of America,Flushing,NY,11367-3148,44926.0,Non Profit,2.6
1842.0,04208600,Relay Graduate School of Education,New York,NY,10004-1061,45107.0,Non Profit,2.2
1843.0,00280300,Rensselaer Polytechnic Institute,Troy,NY,12180-3590,45107.0,Non Profit,3.0
1844.0,00280500,Roberts Wesleyan University,Rochester,NY,14624-1997,45107.0,Non Profit,3.0
1845.0,02157900,Rochester General-Isabella Graham Hart School of Practical Nursing,Rochester,NY,14622-2477,44926.0,Non Profit,1.9
1846.0,00280600,Rochester Institute of Technology,Rochester,NY,14623-5608,45107.0,Non Profit,3.0
1847.0,00281000,Russell Sage College,Troy,NY,12180-4199,45107.0,Non Profit,2.5
1848.0,00281500,Saint Bernard's School of Theology and Ministry,Rochester,NY,14618-3822,45077.0,Non Profit,2.2
1849.0,00646100,Saint Elizabeth Medical Center,Utica,NY,13501-2998,44926.0,Non Profit,0.2
1850.0,00282300,Saint John's University,Jamaica,NY,11439-1343,45077.0,Non Profit,2.3
1851.0,00646700,Saint Joseph's College of Nursing at St Joseph's Hospital Health Cente,Syracuse,NY,13203-1806,45107.0,Non Profit,3.0
1852.0,00283200,Saint Thomas Aquinas College,Sparkill,NY,10976-1050,45107.0,Non Profit,2.2
1853.0,00283300,Saint Vladimirs Orthodox Theological Seminary,Yonkers,NY,10707-1699,45107.0,Non Profit,2.2
1854.0,04151200,Salon Professional Academy (The),Tonawanda,NY,14150-9200,44926.0,Proprietary,2.6
1855.0,00924800,Samaritan Hospital School of Nursing,Troy,NY,12180-2475,45107.0,Non Profit,3.0
1856.0,00281300,Sarah Lawrence College,Bronxville,NY,10708-5999,45107.0,Non Profit,2.3
1857.0,03983300,"School of Professional Horticulture, N. Y. Botanical Garden",Bronx,NY,10458-5126,45107.0,Non Profit,2.4
1858.0,00746800,School of Visual Arts,New York,NY,10010-3994,45107.0,Proprietary,3.0
1859.0,02556700,Seminar L'Moros Bais Yaakov,Brooklyn,NY,11219-1699,44804.0,Non Profit,3.0
1860.0,04213500,Sharp Edgez Barber Institute,Rochester,NY,14615-0000,45107.0,Proprietary,2.5
1861.0,02505900,Shor Yoshuv Rabbinical College,Lawrence,NY,11559-1714,44804.0,Non Profit,2.7
1862.0,00281600,Siena College,Loudonville,NY,12211-1462,45077.0,Non Profit,2.5
1863.0,00281400,Skidmore College,Saratoga Springs,NY,12866-1632,45077.0,Non Profit,3.0
1864.0,04179800,Sotheby's Institute of Art - NY,New York,NY,10022-6717,44804.0,Proprietary,-0.3
1865.0,00281700,St. Bonaventure University,St. Bonaventure,NY,14778-2284,45077.0,Non Profit,2.5
1866.0,00282100,St. John Fisher University,Rochester,NY,14618-3597,45077.0,Non Profit,2.4
1867.0,00282900,St. Lawrence University,Canton,NY,13617-1455,45107.0,Non Profit,2.4
1868.0,00947900,St. Paul's School of Nursing,Staten Island,NY,10311-1004,45107.0,Proprietary,-0.5
1869.0,01236400,St. Paul's School of Nursing,Rego Park,NY,11374-0000,45107.0,Proprietary,-0.5
1870.0,01220300,St. Peter's Hospital College of Nursing,Albany,NY,12208-1715,45107.0,Non Profit,3.0
1871.0,03169300,Studio Jewelers,New York,NY,10016-4112,44926.0,Proprietary,2.9
1872.0,02170000,Swedish Institute,New York,NY,10001-6700,44926.0,Proprietary,1.9
1873.0,00288200,Syracuse University,Syracuse,NY,13244-2130,45107.0,Non Profit,3.0
1874.0,02550600,Talmudical Institute of Upstate New York,Rochester,NY,14607-3046,45107.0,Non Profit,3.0
1875.0,04115500,Talmudical Seminary of Bobov,Brooklyn,NY,11219-3826,44804.0,Non Profit,1.6
1876.0,01201100,Talmudical Seminary Oholei Torah,Brooklyn,NY,11213-3310,45107.0,Non Profit,1.8
1877.0,00397900,"Teachers College, Columbia University",New York,NY,10027-6696,44804.0,Non Profit,3.0
1878.0,01014200,Touro University,New York,NY,10036-2705,45107.0,Non Profit,2.9
1879.0,04270400,Transitions Career Institute School of Nursing,Flushing,NY,11354-1964,44926.0,Proprietary,2.9
1880.0,00281200,Trocaire College,Buffalo,NY,14220-2094,45077.0,Non Profit,2.5
1881.0,00288900,Union College,Schenectady,NY,12308-2311,45107.0,Non Profit,2.5
1882.0,00289000,Union Theological Seminary,New York,NY,10027-5710,45107.0,Non Profit,3.0
1883.0,01118900,United Talmudical Seminary,Brooklyn,NY,11211-7984,44804.0,Non Profit,3.0
1884.0,00289400,University of Rochester,Rochester,NY,14627-9000,45107.0,Non Profit,2.8
1885.0,03802300,UTA Mesivta of Kiryas Joel,Monroe,NY,10950-2169,44804.0,Non Profit,3.0
1886.0,00288300,Utica University,Utica,NY,13502-4892,45077.0,Non Profit,1.0
1887.0,00289500,Vassar College,Poughkeepsie,NY,12604-0008,45107.0,Non Profit,3.0
1888.0,00266500,Vaughn College of Aeronautics and Technology,Flushing,NY,11369-9997,44804.0,Non Profit,1.9
1889.0,00289900,Wagner College,Staten Island,NY,10301-4495,44804.0,Non Profit,0.9
1890.0,00290000,Webb Institute,Glen Cove,NY,11542-1398,45107.0,Non Profit,3.0
1891.0,04225500,Westchester School for Medical & Dental Assistants,Ardsley,NY,10502-1047,44926.0,Proprietary,1.9
1892.0,01192100,Westchester School of Beauty Culture,Mount Vernon,NY,10550-2295,44926.0,Proprietary,1.1
1893.0,01185900,Word of Life Bible Institute,Pottersville,NY,12860-0129,44926.0,Non Profit,2.5
1894.0,02265100,Yeshiva Derech Chaim,Brooklyn,NY,11218-4413,45107.0,Non Profit,2.7
1895.0,03147300,Yeshiva D'Monsey,Monsey,NY,10952-3106,44865.0,Non Profit,2.5
1896.0,04207400,Yeshiva Gedola Ohr Yisrael,Brooklyn,NY,11229-1817,44804.0,Non Profit,3.0
1897.0,03000100,Yeshiva Gedolah Imrei Yosef D'Spinka,Brooklyn,NY,11219-4696,44804.0,Non Profit,2.8
1898.0,04215900,Yeshiva Gedolah Kesser Torah,Monsey,NY,10952-2127,44804.0,Non Profit,3.0
1899.0,02505800,Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,45107.0,Non Profit,3.0
1900.0,04265900,Yeshiva Kollel Tifereth Elizer,Brooklyn,NY,11219-0000,45107.0,Non Profit,1.5
1901.0,04119600,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,11691-5219,44804.0,Non Profit,1.8
1902.0,04301700,Yeshiva of Kasho,Brooklyn,NY,11231-3819,44804.0,Non Profit,3.0
1903.0,04138100,Yeshiva of Machzikai Hadas,Brooklyn,NY,11219-1408,45107.0,Non Profit,2.5
1904.0,01167000,Yeshiva of Nitra Rabbinical College,Chester,NY,10918-1056,44834.0,Non Profit,3.0
1905.0,04276600,Yeshiva of Ocean,Greenfield Park,NY,12435-5308,44926.0,Non Profit,3.0
1906.0,02546300,Yeshiva of the Telshe Alumni,Riverdale,NY,10471-2897,45107.0,Non Profit,3.0
1907.0,04264500,Yeshiva Ohr Naftoli,New Windsor,NY,12553-8006,44804.0,Non Profit,3.0
1908.0,04259000,Yeshiva Shaar Ephraim,Monsey,NY,10952-2732,44804.0,Non Profit,1.7
1909.0,02152000,Yeshiva Shaar Hatorah,Richmond Hill,NY,11418-1469,44804.0,Non Profit,3.0
1910.0,03496300,Yeshiva Shaarei Torah of Rockland,Suffern,NY,10901-4003,44804.0,Non Profit,2.8
1911.0,04231500,Yeshiva Sholom Shachna,Brooklyn,NY,11230-2621,44804.0,Non Profit,3.0
1912.0,03934300,Yeshiva Zichron Aryeh,Far Rockaway,NY,11691-0000,44804.0,Non Profit,3.0
1913.0,03127100,Yeshivas Novominsk,Brooklyn,NY,11204-2138,44804.0,Non Profit,3.0
1914.0,04306300,Yeshivas Sanz Klauzenburg,Brooklyn,NY,11219-3631,44804.0,Non Profit,2.0
1915.0,04278500,Yeshivat Hechal Shemuel,Brooklyn,NY,11229-1205,44926.0,Non Profit,2.9
1916.0,01302700,Yeshivath Viznitz,Monsey,NY,10952-3021,44804.0,Non Profit,2.4
1917.0,01182100,Yeshivath Zichron Moshe,South Fallsburg,NY,12779-0580,45107.0,Non Profit,3.0
1918.0,04303000,Academia Medical Institute,Columbus,OH,43204-0000,44926.0,Proprietary,1.6
1919.0,03457300,Allegheny Wesleyan College,Salem,OH,44460-9598,45107.0,Non Profit,3.0
1920.0,02324400,Allstate Hairstyling & Barber College,Cleveland,OH,44113-3413,44926.0,Proprietary,3.0
1921.0,03534400,American Institute of Alternative Medicine,Columbus,OH,43229-1113,44926.0,Proprietary,1.6
1922.0,04244300,Antioch College,Yellow Springs,OH,45387-1683,45107.0,Non Profit,0.6
1923.0,00301000,Antioch University,Yellow Springs,OH,45387-1608,45107.0,Non Profit,2.3
1924.0,04266100,Apex Academy Hair Skin Nails School of Cosmetology,Ontario,OH,44906-1793,44926.0,Proprietary,2.7
1925.0,00301100,Art Academy of Cincinnati,Cincinnati,OH,45202-7106,45077.0,Non Profit,2.6
1926.0,00301200,Ashland University,Ashland,OH,44805-3799,45077.0,Non Profit,3.0
1927.0,04192200,Athena Career Academy,Toledo,OH,43615-6800,44926.0,Proprietary,0.6
1928.0,00648700,Aultman College of Nursing and Health Sciences,Canton,OH,44710-1799,44926.0,Non Profit,2.1
1929.0,03837300,Aveda Fredric's Institute,West Chester,OH,45069-2794,45107.0,Proprietary,1.8
1930.0,04137800,Aveda Institute Columbus,Columbus,OH,43214-1903,45107.0,Proprietary,1.8
1931.0,00301400,Baldwin Wallace University,Berea,OH,44017-2088,45107.0,Non Profit,0.6
1932.0,00301600,Bluffton University,Bluffton,OH,45817-2104,45107.0,Non Profit,2.3
1933.0,03626300,Brown Aveda Institute,Mentor,OH,44060-6212,44926.0,Proprietary,2.2
1934.0,00302300,Capital University,Columbus,OH,43209-2394,45107.0,Non Profit,2.4
1935.0,02560000,Casal Aveda Institute,Niles,OH,44446-4693,44926.0,Proprietary,2.2
1936.0,00302400,Case Western Reserve University,Cleveland,OH,44106-7049,45107.0,Non Profit,3.0
1937.0,00302500,Cedarville University,Cedarville,OH,45314-8564,45107.0,Non Profit,2.2
1938.0,01224800,Central School of Practical Nursing,Independence,OH,44131-2155,44926.0,Non Profit,0.1
1939.0,00648900,Christ College of Nursing and Health Sciences,Cincinnati,OH,45219-2906,45107.0,Non Profit,3.0
1940.0,01090600,Cincinnati College of Mortuary Science,Cincinnati,OH,45224-1462,45107.0,Non Profit,2.2
1941.0,04254900,Cincinnati School of Barbering & Hair Design,Cincinnati,OH,45239-5538,44926.0,Proprietary,1.6
1942.0,00398200,Cleveland Institute of Art (The),Cleveland,OH,44106-4387,45107.0,Non Profit,2.4
1943.0,00303100,Cleveland Institute of Music (The),Cleveland,OH,44106-1776,45107.0,Non Profit,2.4
1944.0,00303700,College of Wooster (The),Wooster,OH,44691-2363,45107.0,Non Profit,3.0
1945.0,00303900,Columbus College of Art & Design,Columbus,OH,43215-1758,45107.0,Non Profit,3.0
1946.0,03319300,Creative Images Institute of Cosmetology,Dayton,OH,45414-2557,44926.0,Proprietary,1.1
1947.0,00485500,Davis College,Toledo,OH,43604-2638,45107.0,Proprietary,1.8
1948.0,03116200,Dayton Barber College,Miamisburg,OH,45342-4196,44926.0,Proprietary,2.4
1949.0,04117300,Dayton School of Medical Massage,Dayton,OH,45429-1111,44926.0,Proprietary,2.9
1950.0,00304100,Defiance College,Defiance,OH,43512-1695,45107.0,Non Profit,1.1
1951.0,00304200,Denison University,Granville,OH,43023-1329,45107.0,Non Profit,2.2
1952.0,02301400,East Ohio College,East Liverpool,OH,43920-9139,45107.0,Proprietary,2.5
1953.0,04277400,Elite Academy Of Hair Design,Bridgeport,OH,43912-2513,44926.0,Proprietary,3.0
1954.0,04185900,Elite School of Cosmetology,Norwalk,OH,44857-2714,44804.0,Proprietary,2.7
1955.0,04206700,Elite Welding Academy,Cincinnati,OH,45246-1013,44834.0,Proprietary,2.3
1956.0,03079000,ETI Technical College of Niles,Niles,OH,44446-4398,44834.0,Proprietary,1.8
1957.0,04235000,Felbry College-School of Nursing,Columbus,OH,43231-2256,44926.0,Proprietary,0.8
1958.0,00311400,Firelands Regional Medical Center,Sandusky,OH,44870-4788,44926.0,Non Profit,2.2
1959.0,00941200,Fortis College,Cuyahoga Falls,OH,44221-2998,45107.0,Proprietary,-0.5
1960.0,02190700,Fortis College,Centerville,OH,45459-2712,45107.0,Proprietary,-0.5
1961.0,00304600,Franklin University,Columbus,OH,43215-5399,44773.0,Non Profit,2.2
1962.0,00953000,Gerber Akron Beauty School,Akron,OH,44313-6995,45107.0,Proprietary,3.0
1963.0,04269000,Global Tech College,Toledo,OH,43623-4234,44926.0,Proprietary,3.0
1964.0,02220500,God's Bible School & College,Cincinnati,OH,45202-6899,45107.0,Non Profit,1.9
1965.0,04286100,Hair Academy,Chillicothe,OH,45601-2667,45107.0,Proprietary,2.7
1966.0,02529500,Hamrick School,Medina,OH,44256-0000,44926.0,Proprietary,2.2
1967.0,00304800,Heidelberg University,Tiffin,OH,44883-2462,45107.0,Non Profit,2.2
1968.0,01099300,Hobart Institute of Welding Technology,Troy,OH,45373-2400,44926.0,Non Profit,2.4
1969.0,04074300,Hondros College of Nursing,Westerville,OH,43081-3855,44926.0,Proprietary,1.1
1970.0,01313200,International College of Broadcasting,Dayton,OH,45431-1898,44834.0,Proprietary,1.6
1971.0,00306500,Kenyon College,Gambier,OH,43022-9623,45107.0,Non Profit,3.0
1972.0,00703500,Kettering College,Kettering,OH,45429-1299,44926.0,Non Profit,2.2
1973.0,04225700,LaBarberia Institute of Hair,Mayfield Heights,OH,44124-0000,44926.0,Proprietary,2.8
1974.0,00306600,Lake Erie College,Painesville,OH,44077-3389,45107.0,Non Profit,0.6
1975.0,04293900,Lakewood University,Cleveland Heights,OH,44112-3044,44926.0,Non Profit,3.0
1976.0,00306900,Lourdes University,Sylvania,OH,43560-2898,45107.0,Non Profit,1.5
1977.0,00307200,Malone University,Canton,OH,44709-3897,45107.0,Non Profit,1.7
1978.0,00307300,Marietta College,Marietta,OH,45750-4033,45107.0,Non Profit,0.6
1979.0,04292800,Mason Anthony School of Cosmetology Arts & Sciences,Hilliard,OH,43026-8252,44926.0,Proprietary,1.5
1980.0,03097000,Mercy College of Ohio,Toledo,OH,43604-1132,44926.0,Non Profit,2.2
1981.0,04289800,Meryma'at Barber College,Cleveland,OH,44111-2604,44926.0,Proprietary,2.7
1982.0,00307500,Methodist Theological School in Ohio,Delaware,OH,43015-3211,45107.0,Non Profit,2.2
1983.0,02328500,Moler - Pickens Beauty College,Fairfield,OH,45014-4260,44926.0,Proprietary,2.7
1984.0,01284800,Moler Hollywood Beauty Academy,Cincinnati,OH,45213-2577,44926.0,Proprietary,2.7
1985.0,03071900,Mount Carmel College of Nursing,Columbus,OH,43222-1598,45107.0,Non Profit,3.0
1986.0,00303300,Mount St. Joseph University,Cincinnati,OH,45233-1670,45107.0,Non Profit,2.2
1987.0,00708500,Mount Vernon Nazarene University,Mount Vernon,OH,43050-9500,45107.0,Non Profit,2.8
1988.0,00308400,Muskingum University,New Concord,OH,43762-1837,45107.0,Non Profit,3.0
1989.0,04124500,MyComputerCareer at Columbus,Columbus,OH,43219-6170,45107.0,Proprietary,1.7
1990.0,01174400,National Beauty College,Canton,OH,44709-1837,44926.0,Proprietary,2.9
1991.0,01063000,Northern Institute of Cosmetology,Lorain,OH,44052-1803,45107.0,Proprietary,2.9
1992.0,00308600,Oberlin College,Oberlin,OH,44074-1090,45107.0,Non Profit,2.5
1993.0,02158500,Ohio Business College,Sheffield,OH,44035-0701,44926.0,Proprietary,1.8
1994.0,00303000,Ohio Christian University,Circleville,OH,43113-9487,45107.0,Non Profit,2.5
1995.0,00303500,Ohio Dominican University,Columbus,OH,43219-2099,45107.0,Non Profit,0.9
1996.0,03583300,Ohio Institute of Allied Health,Huber Heights,OH,45424-3646,45107.0,Non Profit,1.5
1997.0,03068200,Ohio Media School,Valley View,OH,44125-6273,44926.0,Proprietary,3.0
1998.0,04177300,Ohio Medical Career College,Dayton,OH,45417-4094,44926.0,Proprietary,3.0
1999.0,00308900,Ohio Northern University,Ada,OH,45810-1555,45077.0,Non Profit,3.0
2000.0,01028000,Ohio State Beauty Academy,Lima,OH,45807-4950,45107.0,Proprietary,1.8
2001.0,02066100,Ohio State College of Barber Styling,Columbus,OH,43213-1301,44926.0,Proprietary,3.0
2002.0,02519300,Ohio State School of Cosmetology,Canal Winchester,OH,43110-2754,44926.0,Proprietary,1.5
2003.0,02588500,Ohio State School of Cosmetology,Heath,OH,43056-2300,44926.0,Proprietary,1.5
2004.0,01174500,Ohio Technical College,Cleveland,OH,44103-1228,44926.0,Proprietary,2.3
2005.0,00310900,Ohio Wesleyan University,Delaware,OH,43015-2398,45107.0,Non Profit,3.0
2006.0,03776400,Orion Institute,Perrysburg,OH,43551-3138,44926.0,Proprietary,1.8
2007.0,00311000,Otterbein University,Westerville,OH,43081-2006,45107.0,Non Profit,2.3
